State FIPS,AREA TYPE,AREA NAME,YEAR,MONTH,SEASONALLY ADJUSTED,LABORFORCE,EMPLOYMENT,UNEMPLOYMENT,UNEMPLOYMENT RATE,LABFORCE_PART RATE
19,Community College District,Eastern Iowa Community College District,2015,September,0,144100,138300,5800,4,
19,Community College District,Eastern Iowa Community College District,2015,August,0,145900,139600,6300,4.3,
19,Community College District,Eastern Iowa Community College District,2015,July,0,148200,141700,6500,4.4,
19,Community College District,Eastern Iowa Community College District,2015,June,0,147300,140800,6500,4.4,
19,Community College District,Eastern Iowa Community College District,2015,May,0,145900,139500,6400,4.4,
19,Community College District,Eastern Iowa Community College District,2015,April,0,145600,139400,6200,4.3,
19,Community College District,Eastern Iowa Community College District,2015,March,0,145400,138300,7100,4.9,
19,Community College District,Eastern Iowa Community College District,2015,February,0,145600,138200,7400,5.1,
19,Community College District,Eastern Iowa Community College District,2015,January,0,146300,138100,8200,5.6,
19,Community College District,Eastern Iowa Community College District,2014,December,0,146000,139000,7000,4.8,
19,Community College District,Eastern Iowa Community College District,2014,November,0,145800,139300,6400,4.4,
19,Community College District,Eastern Iowa Community College District,2014,October,0,146000,139700,6300,4.3,
19,Community College District,Eastern Iowa Community College District,2014,September,0,146300,139400,6900,4.7,
19,Community College District,Eastern Iowa Community College District,2014,August,0,148200,141000,7200,4.9,
19,Community College District,Eastern Iowa Community College District,2014,July,0,150100,142300,7800,5.2,
19,Community College District,Eastern Iowa Community College District,2014,June,0,148800,141200,7600,5.1,
19,Community College District,Eastern Iowa Community College District,2014,May,0,146900,139700,7200,4.9,
19,Community College District,Eastern Iowa Community College District,2014,April,0,146200,139300,6800,4.7,
19,Community College District,Eastern Iowa Community College District,2014,March,0,146300,137900,8400,5.8,
19,Community College District,Eastern Iowa Community College District,2014,February,0,145600,137000,8600,5.9,
19,Community College District,Eastern Iowa Community College District,2014,January,0,145300,136200,9100,6.2,
19,Community College District,Eastern Iowa Community College District,2013,December,0,144900,137200,7700,5.3,
19,Community College District,Eastern Iowa Community College District,2013,November,0,145100,137900,7200,4.9,
19,Community College District,Eastern Iowa Community College District,2013,October,0,144600,137200,7400,5.1,
19,Community College District,Eastern Iowa Community College District,2013,September,0,145900,138200,7700,5.3,
19,Community College District,Eastern Iowa Community College District,2013,August,0,147900,140300,7700,5.2,
19,Community College District,Eastern Iowa Community College District,2013,July,0,149500,141300,8200,5.5,
19,Community College District,Eastern Iowa Community College District,2013,June,0,147600,139200,8400,5.7,
19,Community College District,Eastern Iowa Community College District,2013,May,0,145500,137800,7700,5.3,
19,Community College District,Eastern Iowa Community College District,2013,April,0,144600,136900,7800,5.4,
19,Community College District,Eastern Iowa Community College District,2013,March,0,144400,135900,8500,5.9,
19,Community College District,Eastern Iowa Community College District,2013,February,0,144800,135800,9000,6.2,
19,Community College District,Eastern Iowa Community College District,2013,January,0,144600,134800,9900,6.8,
19,Community College District,Eastern Iowa Community College District,2012,December,0,143800,135500,8300,5.7,
19,Community College District,Eastern Iowa Community College District,2012,November,0,143800,136400,7400,5.1,
19,Community College District,Eastern Iowa Community College District,2012,October,0,144500,136900,7600,5.2,
19,Community College District,Eastern Iowa Community College District,2012,September,0,144100,136700,7400,5.1,
19,Community College District,Eastern Iowa Community College District,2012,August,0,146300,138100,8200,5.6,
19,Community College District,Eastern Iowa Community College District,2012,July,0,147800,139200,8600,5.8,
19,Community College District,Eastern Iowa Community College District,2012,June,0,147200,138600,8600,5.9,
19,Community College District,Eastern Iowa Community College District,2012,May,0,144800,136800,8100,5.6,
19,Community College District,Eastern Iowa Community College District,2012,April,0,144600,136600,8000,5.6,
19,Community College District,Eastern Iowa Community College District,2012,March,0,145000,135800,9200,6.3,
19,Community College District,Eastern Iowa Community College District,2012,February,0,144300,134700,9600,6.7,
19,Community College District,Eastern Iowa Community College District,2012,January,0,143700,133600,10100,7,
19,Community College District,Eastern Iowa Community College District,2011,December,0,144000,134700,9300,6.5,
19,Community College District,Eastern Iowa Community College District,2011,November,0,144300,135700,8600,6,
19,Community College District,Eastern Iowa Community College District,2011,October,0,144400,135800,8700,6,
19,Community College District,Eastern Iowa Community College District,2011,September,0,146200,137400,8800,6,
19,Community College District,Eastern Iowa Community College District,2011,August,0,147600,138300,9300,6.3,
19,Community College District,Eastern Iowa Community College District,2011,July,0,149100,140100,9000,6,
19,Community College District,Eastern Iowa Community College District,2011,June,0,147400,137800,9600,6.5,
19,Community College District,Eastern Iowa Community College District,2011,May,0,145800,137000,8800,6,
19,Community College District,Eastern Iowa Community College District,2011,April,0,146400,137600,8900,6,
19,Community College District,Eastern Iowa Community College District,2011,March,0,145600,135500,10100,6.9,
19,Community College District,Eastern Iowa Community College District,2011,February,0,145600,135200,10500,7.2,
19,Community College District,Eastern Iowa Community College District,2011,January,0,145800,134500,11300,7.7,
19,Community College District,Eastern Iowa Community College District,2010,December,0,145900,135600,10200,7,
19,Community College District,Eastern Iowa Community College District,2010,November,0,145900,136400,9500,6.5,
19,Community College District,Eastern Iowa Community College District,2010,October,0,146000,136800,9200,6.3,
19,Community College District,Eastern Iowa Community College District,2010,September,0,146500,137100,9400,6.4,
19,Community College District,Eastern Iowa Community College District,2010,August,0,147800,138100,9800,6.6,
19,Community College District,Eastern Iowa Community College District,2010,July,0,149000,139100,9900,6.6,
19,Community College District,Eastern Iowa Community College District,2010,June,0,147600,137800,9900,6.7,
19,Community College District,Eastern Iowa Community College District,2010,May,0,145900,136300,9500,6.5,
19,Community College District,Eastern Iowa Community College District,2010,April,0,146300,136100,10200,7,
19,Community College District,Eastern Iowa Community College District,2010,March,0,144700,133100,11600,8,
19,Community College District,Eastern Iowa Community College District,2010,February,0,144800,132200,12600,8.7,
19,Community College District,Eastern Iowa Community College District,2010,January,0,144700,132200,12400,8.6,
19,Community College District,Eastern Iowa Community College District,2009,December,0,150400,139000,11400,7.6,
19,Community College District,Eastern Iowa Community College District,2009,November,0,151600,140600,11000,7.2,
19,Community College District,Eastern Iowa Community College District,2009,October,0,151800,140700,11100,7.3,
19,Community College District,Eastern Iowa Community College District,2009,September,0,152600,141600,11000,7.2,
19,Community College District,Eastern Iowa Community College District,2009,August,0,154000,142800,11100,7.2,
19,Community College District,Eastern Iowa Community College District,2009,July,0,155700,144100,11600,7.5,
19,Community College District,Eastern Iowa Community College District,2009,June,0,154400,141900,12400,8,
19,Community College District,Eastern Iowa Community College District,2009,May,0,152600,141200,11500,7.5,
19,Community College District,Eastern Iowa Community College District,2009,April,0,152500,141200,11400,7.4,
19,Community College District,Eastern Iowa Community College District,2009,March,0,152600,140700,11900,7.8,
19,Community College District,Eastern Iowa Community College District,2009,February,0,153800,142300,11500,7.5,
19,Community College District,Eastern Iowa Community College District,2009,January,0,153600,142800,10900,7.1,
19,Community College District,Eastern Iowa Community College District,2008,December,0,153300,144900,8500,5.5,
19,Community College District,Eastern Iowa Community College District,2008,November,0,153800,146600,7100,4.6,
19,Community College District,Eastern Iowa Community College District,2008,October,0,153900,147300,6600,4.3,
19,Community College District,Eastern Iowa Community College District,2008,September,0,155900,149100,6800,4.4,
19,Community College District,Eastern Iowa Community College District,2008,August,0,157400,150600,6800,4.3,
19,Community College District,Eastern Iowa Community College District,2008,July,0,157800,151300,6500,4.1,
19,Community College District,Eastern Iowa Community College District,2008,June,0,154900,148600,6300,4.1,
19,Community College District,Eastern Iowa Community College District,2008,May,0,152600,147000,5700,3.7,
19,Community College District,Eastern Iowa Community College District,2008,April,0,152300,146800,5500,3.6,
19,Community College District,Eastern Iowa Community College District,2008,March,0,152200,146100,6100,4,
19,Community College District,Eastern Iowa Community College District,2008,February,0,152200,145800,6500,4.2,
19,Community College District,Eastern Iowa Community College District,2008,January,0,152500,145500,6900,4.5,
19,Community College District,Eastern Iowa Community College District,2007,December,0,150900,144900,6000,4,
19,Community College District,Eastern Iowa Community College District,2007,November,0,151700,146700,5100,3.4,
19,Community College District,Eastern Iowa Community College District,2007,October,0,150400,145300,5100,3.4,
19,Community College District,Eastern Iowa Community College District,2007,September,0,152200,146800,5400,3.5,
19,Community College District,Eastern Iowa Community College District,2007,August,0,153700,148200,5500,3.6,
19,Community College District,Eastern Iowa Community College District,2007,July,0,155800,149900,5900,3.8,
19,Community College District,Eastern Iowa Community College District,2007,June,0,153300,147300,6000,3.9,
19,Community College District,Eastern Iowa Community College District,2007,May,0,149900,144800,5100,3.4,
19,Community College District,Eastern Iowa Community College District,2007,April,0,149700,144400,5400,3.6,
19,Community College District,Eastern Iowa Community College District,2007,March,0,150600,144800,5800,3.9,
19,Community College District,Eastern Iowa Community College District,2007,February,0,150400,144000,6400,4.2,
19,Community College District,Eastern Iowa Community College District,2007,January,0,150700,144000,6700,4.4,
19,Community College District,Eastern Iowa Community College District,2006,December,0,152000,146100,5900,3.9,
19,Community College District,Eastern Iowa Community College District,2006,November,0,151000,145900,5100,3.4,
19,Community College District,Eastern Iowa Community College District,2006,October,0,150900,146100,4900,3.2,
19,Community College District,Eastern Iowa Community College District,2006,September,0,151100,145900,5100,3.4,
19,Community College District,Eastern Iowa Community College District,2006,August,0,153300,147600,5700,3.7,
19,Community College District,Eastern Iowa Community College District,2006,July,0,155300,149600,5700,3.7,
19,Community College District,Eastern Iowa Community College District,2006,June,0,153900,147900,5900,3.9,
19,Community College District,Eastern Iowa Community College District,2006,May,0,150300,145300,5000,3.4,
19,Community College District,Eastern Iowa Community College District,2006,April,0,149800,144400,5300,3.5,
19,Community College District,Eastern Iowa Community College District,2006,March,0,149500,143500,6000,4,
19,Community College District,Eastern Iowa Community College District,2006,February,0,149200,142500,6700,4.5,
19,Community College District,Eastern Iowa Community College District,2006,January,0,148800,141800,7000,4.7,
19,Community College District,Eastern Iowa Community College District,2005,December,0,149900,143100,6800,4.5,
19,Community College District,Eastern Iowa Community College District,2005,November,0,149900,143700,6200,4.2,
19,Community College District,Eastern Iowa Community College District,2005,October,0,150300,144400,5800,3.9,
19,Community College District,Eastern Iowa Community College District,2005,September,0,151000,144800,6200,4.1,
19,Community College District,Eastern Iowa Community College District,2005,August,0,152400,146000,6400,4.2,
19,Community College District,Eastern Iowa Community College District,2005,July,0,152800,146400,6500,4.2,
19,Community College District,Eastern Iowa Community College District,2005,June,0,150600,143500,7100,4.7,
19,Community College District,Eastern Iowa Community College District,2005,May,0,147700,141400,6300,4.3,
19,Community College District,Eastern Iowa Community College District,2005,April,0,147600,141300,6300,4.3,
19,Community College District,Eastern Iowa Community College District,2005,March,0,147300,140200,7100,4.8,
19,Community College District,Eastern Iowa Community College District,2005,February,0,147200,139500,7700,5.2,
19,Community College District,Eastern Iowa Community College District,2005,January,0,146400,138300,8100,5.5,
19,Community College District,Eastern Iowa Community College District,2004,December,0,146900,139800,7200,4.9,
19,Community College District,Eastern Iowa Community College District,2004,November,0,146900,139900,7000,4.8,
19,Community College District,Eastern Iowa Community College District,2004,October,0,146500,139900,6600,4.5,
19,Community College District,Eastern Iowa Community College District,2004,September,0,145800,139100,6700,4.6,
19,Community College District,Eastern Iowa Community College District,2004,August,0,148100,141200,7000,4.7,
19,Community College District,Eastern Iowa Community College District,2004,July,0,150000,143000,7000,4.6,
19,Community College District,Eastern Iowa Community College District,2004,June,0,146900,139400,7500,5.1,
19,Community College District,Eastern Iowa Community College District,2004,May,0,144500,137800,6700,4.6,
19,Community College District,Eastern Iowa Community College District,2004,April,0,144200,137500,6800,4.7,
19,Community College District,Eastern Iowa Community College District,2004,March,0,143800,136300,7500,5.2,
19,Community College District,Eastern Iowa Community College District,2004,February,0,144400,137000,7400,5.1,
19,Community College District,Eastern Iowa Community College District,2004,January,0,145000,136900,8100,5.6,
19,Community College District,Eastern Iowa Community College District,2003,December,0,145000,137900,7000,4.8,
19,Community College District,Eastern Iowa Community College District,2003,November,0,145100,138500,6600,4.6,
19,Community College District,Eastern Iowa Community College District,2003,October,0,145700,139100,6600,4.5,
19,Community College District,Eastern Iowa Community College District,2003,September,0,145000,138500,6600,4.5,
19,Community College District,Eastern Iowa Community College District,2003,August,0,145900,138900,7000,4.8,
19,Community College District,Eastern Iowa Community College District,2003,July,0,147200,140300,6900,4.7,
19,Community College District,Eastern Iowa Community College District,2003,June,0,147100,139700,7500,5.1,
19,Community College District,Eastern Iowa Community College District,2003,May,0,144300,137700,6600,4.6,
19,Community College District,Eastern Iowa Community College District,2003,April,0,145100,138300,6800,4.7,
19,Community College District,Eastern Iowa Community College District,2003,March,0,145100,137600,7500,5.2,
19,Community College District,Eastern Iowa Community College District,2003,February,0,145600,137800,7800,5.3,
19,Community College District,Eastern Iowa Community College District,2003,January,0,146000,137700,8200,5.7,
19,Community College District,Eastern Iowa Community College District,2002,December,0,147200,140000,7200,4.9,
19,Community College District,Eastern Iowa Community College District,2002,November,0,147100,140900,6200,4.2,
19,Community College District,Eastern Iowa Community College District,2002,October,0,147500,141400,6100,4.2,
19,Community College District,Eastern Iowa Community College District,2002,September,0,148500,142400,6100,4.1,
19,Community College District,Eastern Iowa Community College District,2002,August,0,148900,142300,6500,4.4,
19,Community College District,Eastern Iowa Community College District,2002,July,0,150200,143600,6600,4.4,
19,Community College District,Eastern Iowa Community College District,2002,June,0,151100,143900,7200,4.8,
19,Community College District,Eastern Iowa Community College District,2002,May,0,148500,141900,6600,4.4,
19,Community College District,Eastern Iowa Community College District,2002,April,0,147600,140700,7000,4.7,
19,Community College District,Eastern Iowa Community College District,2002,March,0,146900,139100,7700,5.3,
19,Community College District,Eastern Iowa Community College District,2002,February,0,146000,138200,7800,5.3,
19,Community College District,Eastern Iowa Community College District,2002,January,0,143700,135400,8300,5.8,
19,Community College District,Eastern Iowa Community College District,2001,December,0,145100,137900,7300,5,
19,Community College District,Eastern Iowa Community College District,2001,November,0,144200,137900,6300,4.4,
19,Community College District,Eastern Iowa Community College District,2001,October,0,144100,138700,5400,3.8,
19,Community College District,Eastern Iowa Community College District,2001,September,0,146400,141000,5500,3.7,
19,Community College District,Eastern Iowa Community College District,2001,August,0,147000,141200,5700,3.9,
19,Community College District,Eastern Iowa Community College District,2001,July,0,149000,143600,5400,3.6,
19,Community College District,Eastern Iowa Community College District,2001,June,0,147700,141700,6000,4,
19,Community College District,Eastern Iowa Community College District,2001,May,0,144400,138800,5600,3.9,
19,Community College District,Eastern Iowa Community College District,2001,April,0,144500,139000,5400,3.8,
19,Community College District,Eastern Iowa Community College District,2001,March,0,145000,139000,6000,4.1,
19,Community College District,Eastern Iowa Community College District,2001,February,0,144300,138300,6000,4.1,
19,Community College District,Eastern Iowa Community College District,2001,January,0,145000,138400,6500,4.5,
19,Community College District,Eastern Iowa Community College District,2000,December,0,145200,140400,4800,3.3,
19,Community College District,Eastern Iowa Community College District,2000,November,0,145000,140400,4500,3.1,
19,Community College District,Eastern Iowa Community College District,2000,October,0,145500,141500,4000,2.8,
19,Community College District,Eastern Iowa Community College District,2000,September,0,145000,140700,4400,3,
19,Community College District,Eastern Iowa Community College District,2000,August,0,145300,140700,4600,3.2,
19,Community College District,Eastern Iowa Community College District,2000,July,0,147000,142700,4300,2.9,
19,Community College District,Eastern Iowa Community College District,2000,June,0,147100,142100,5000,3.4,
19,Community College District,Eastern Iowa Community College District,2000,May,0,144200,139900,4400,3,
19,Community College District,Eastern Iowa Community College District,2000,April,0,144700,140500,4200,2.9,
19,Community College District,Eastern Iowa Community College District,2000,March,0,144900,140100,4800,3.3,
19,Community College District,Eastern Iowa Community College District,2000,February,0,145100,139500,5700,3.9,
19,Community College District,Eastern Iowa Community College District,2000,January,0,144300,138100,6200,4.3,
19,Community College District,Kirkwood Community College District,2022,July,0,263800,256400,7400,2.8,
19,Community College District,Kirkwood Community College District,2022,June,0,263400,256300,7100,2.7,
19,Community College District,Kirkwood Community College District,2022,May,0,259500,253500,6000,2.3,
19,Community College District,Kirkwood Community College District,2022,April,0,259400,253600,5800,2.2,
19,Community College District,Kirkwood Community College District,2022,March,0,260400,251900,8500,3.3,
19,Community College District,Kirkwood Community College District,2022,February,0,262600,253400,9100,3.5,
19,Community College District,Kirkwood Community College District,2022,January,0,261300,250000,11200,4.3,
19,Community College District,Kirkwood Community College District,2021,December,0,257800,248700,9100,3.5,
19,Community College District,Kirkwood Community College District,2021,November,0,258500,250100,8500,3.3,
19,Community College District,Kirkwood Community College District,2021,October,0,258700,249800,8900,3.4,
19,Community College District,Kirkwood Community College District,2021,September,0,257900,248500,9400,3.7,
19,Community College District,Kirkwood Community College District,2021,August,0,258800,247500,11300,4.4,
19,Community College District,Kirkwood Community College District,2021,July,0,261500,249600,11900,4.5,
19,Community College District,Kirkwood Community College District,2021,June,0,259700,246400,13300,5.1,
19,Community College District,Kirkwood Community College District,2021,May,0,256000,244000,11900,4.7,
19,Community College District,Kirkwood Community College District,2021,April,0,257500,245300,12200,4.7,
19,Community College District,Kirkwood Community College District,2021,March,0,257300,244500,12800,5,
19,Community College District,Kirkwood Community College District,2021,February,0,256200,243100,13100,5.1,
19,Community College District,Kirkwood Community College District,2021,January,0,255000,241200,13800,5.4,
19,Community College District,Kirkwood Community College District,2020,December,0,255000,242800,12200,4.8,
19,Community College District,Kirkwood Community College District,2020,November,0,256500,245400,11100,4.3,
19,Community College District,Kirkwood Community College District,2020,October,0,257800,247700,10000,3.9,
19,Community College District,Kirkwood Community College District,2020,September,0,255800,243300,12600,4.9,
19,Community College District,Kirkwood Community College District,2020,August,0,255300,240800,14500,5.7,
19,Community College District,Kirkwood Community College District,2020,July,0,257000,241300,15700,6.1,
19,Community College District,Kirkwood Community College District,2020,June,0,258000,240000,18100,7,
19,Community College District,Kirkwood Community College District,2020,May,0,256100,234700,21300,8.3,
19,Community College District,Kirkwood Community College District,2020,April,0,266300,237600,28700,10.8,
19,Community College District,Kirkwood Community College District,2020,March,0,268200,259500,8700,3.2,
19,Community College District,Kirkwood Community College District,2020,February,0,272400,265000,7300,2.7,
19,Community College District,Kirkwood Community College District,2020,January,0,271600,263500,8100,3,
19,Community College District,Kirkwood Community College District,2019,December,0,271500,264600,6800,2.5,
19,Community College District,Kirkwood Community College District,2019,November,0,274700,268900,5800,2.1,
19,Community College District,Kirkwood Community College District,2019,October,0,275700,270200,5500,2,
19,Community College District,Kirkwood Community College District,2019,September,0,273200,267500,5700,2.1,
19,Community College District,Kirkwood Community College District,2019,August,0,273500,266800,6700,2.5,
19,Community College District,Kirkwood Community College District,2019,July,0,274800,267700,7200,2.6,
19,Community College District,Kirkwood Community College District,2019,June,0,272000,265100,6900,2.5,
19,Community College District,Kirkwood Community College District,2019,May,0,269700,263700,6100,2.2,
19,Community College District,Kirkwood Community College District,2019,April,0,272500,266900,5600,2.1,
19,Community College District,Kirkwood Community College District,2019,March,0,272000,264400,7600,2.8,
19,Community College District,Kirkwood Community College District,2019,February,0,270300,263100,7300,2.7,
19,Community College District,Kirkwood Community College District,2019,January,0,269700,261300,8400,3.1,
19,Community College District,Kirkwood Community College District,2018,December,0,267200,260600,6700,2.5,
19,Community College District,Kirkwood Community College District,2018,November,0,268000,262800,5200,2,
19,Community College District,Kirkwood Community College District,2018,October,0,268900,264000,4900,1.8,
19,Community College District,Kirkwood Community College District,2018,September,0,265900,260500,5400,2,
19,Community College District,Kirkwood Community College District,2018,August,0,265000,258800,6200,2.3,
19,Community College District,Kirkwood Community College District,2018,July,0,268200,261800,6500,2.4,
19,Community College District,Kirkwood Community College District,2018,June,0,269000,262200,6800,2.5,
19,Community College District,Kirkwood Community College District,2018,May,0,264600,258800,5800,2.2,
19,Community College District,Kirkwood Community College District,2018,April,0,267100,260900,6200,2.3,
19,Community College District,Kirkwood Community College District,2018,March,0,267300,259800,7500,2.8,
19,Community College District,Kirkwood Community College District,2018,February,0,267200,259000,8200,3.1,
19,Community College District,Kirkwood Community College District,2018,January,0,264000,255100,9000,3.4,
19,Community College District,Kirkwood Community College District,2017,December,0,263200,256000,7200,2.7,
19,Community College District,Kirkwood Community College District,2017,November,0,264200,257900,6300,2.4,
19,Community College District,Kirkwood Community College District,2017,October,0,264100,258300,5800,2.2,
19,Community College District,Kirkwood Community College District,2017,September,0,265500,258600,7000,2.6,
19,Community College District,Kirkwood Community College District,2017,August,0,264200,256300,8000,3,
19,Community College District,Kirkwood Community College District,2017,July,0,265200,257100,8100,3,
19,Community College District,Kirkwood Community College District,2017,June,0,265500,257200,8200,3.1,
19,Community College District,Kirkwood Community College District,2017,May,0,261500,254000,7500,2.9,
19,Community College District,Kirkwood Community College District,2017,April,0,264800,257400,7400,2.8,
19,Community College District,Kirkwood Community College District,2017,March,0,264400,255800,8600,3.2,
19,Community College District,Kirkwood Community College District,2017,February,0,263800,254500,9300,3.5,
19,Community College District,Kirkwood Community College District,2017,January,0,262200,251900,10300,3.9,
19,Community College District,Kirkwood Community College District,2016,December,0,260800,252800,8100,3.1,
19,Community College District,Kirkwood Community College District,2016,November,0,261700,254900,6800,2.6,
19,Community College District,Kirkwood Community College District,2016,October,0,263400,256100,7200,2.7,
19,Community College District,Kirkwood Community College District,2016,September,0,262500,254600,7900,3,
19,Community College District,Kirkwood Community College District,2016,August,0,262100,253600,8600,3.3,
19,Community College District,Kirkwood Community College District,2016,July,0,264100,255300,8800,3.3,
19,Community College District,Kirkwood Community College District,2016,June,0,261900,253000,9000,3.4,
19,Community College District,Kirkwood Community College District,2016,May,0,259600,251600,8000,3.1,
19,Community College District,Kirkwood Community College District,2016,April,0,262600,254500,8100,3.1,
19,Community College District,Kirkwood Community College District,2016,March,0,264200,254800,9400,3.6,
19,Community College District,Kirkwood Community College District,2016,February,0,264400,254600,9800,3.7,
19,Community College District,Kirkwood Community College District,2016,January,0,263000,252600,10400,4,
19,Community College District,Kirkwood Community College District,2015,December,0,261800,253100,8700,3.3,
19,Community College District,Kirkwood Community College District,2015,November,0,262000,254400,7600,2.9,
19,Community College District,Kirkwood Community College District,2015,October,0,262000,254400,7600,2.9,
19,Community College District,Kirkwood Community College District,2015,September,0,260200,252300,7900,3,
19,Community College District,Kirkwood Community College District,2015,August,0,260900,252500,8400,3.2,
19,Community College District,Kirkwood Community College District,2015,July,0,263400,254400,9000,3.4,
19,Community College District,Kirkwood Community College District,2015,June,0,263600,254700,8900,3.4,
19,Community College District,Kirkwood Community College District,2015,May,0,261500,253100,8400,3.2,
19,Community College District,Kirkwood Community College District,2015,April,0,262900,254600,8200,3.1,
19,Community College District,Kirkwood Community College District,2015,March,0,263500,253800,9700,3.7,
19,Community College District,Kirkwood Community College District,2015,February,0,263600,253400,10200,3.9,
19,Community College District,Kirkwood Community College District,2015,January,0,263500,252300,11200,4.2,
19,Community College District,Kirkwood Community College District,2014,December,0,262800,253300,9400,3.6,
19,Community College District,Kirkwood Community College District,2014,November,0,262600,254200,8400,3.2,
19,Community College District,Kirkwood Community College District,2014,October,0,263200,254600,8600,3.2,
19,Community College District,Kirkwood Community College District,2014,September,0,262500,253000,9500,3.6,
19,Community College District,Kirkwood Community College District,2014,August,0,262700,252400,10300,3.9,
19,Community College District,Kirkwood Community College District,2014,July,0,264800,253700,11100,4.2,
19,Community College District,Kirkwood Community College District,2014,June,0,265200,254600,10600,4,
19,Community College District,Kirkwood Community College District,2014,May,0,262600,252700,9900,3.8,
19,Community College District,Kirkwood Community College District,2014,April,0,263800,254200,9600,3.6,
19,Community College District,Kirkwood Community College District,2014,March,0,264300,252400,11900,4.5,
19,Community College District,Kirkwood Community College District,2014,February,0,262800,250700,12100,4.6,
19,Community College District,Kirkwood Community College District,2014,January,0,260500,247900,12600,4.8,
19,Community College District,Kirkwood Community College District,2013,December,0,260900,250100,10800,4.1,
19,Community College District,Kirkwood Community College District,2013,November,0,261600,251500,10000,3.8,
19,Community College District,Kirkwood Community College District,2013,October,0,260100,250000,10100,3.9,
19,Community College District,Kirkwood Community College District,2013,September,0,261800,251400,10400,4,
19,Community College District,Kirkwood Community College District,2013,August,0,262500,251300,11200,4.3,
19,Community College District,Kirkwood Community College District,2013,July,0,263600,251900,11700,4.4,
19,Community College District,Kirkwood Community College District,2013,June,0,261400,249500,11900,4.6,
19,Community College District,Kirkwood Community College District,2013,May,0,258900,247900,11000,4.2,
19,Community College District,Kirkwood Community College District,2013,April,0,258500,247500,10900,4.2,
19,Community College District,Kirkwood Community College District,2013,March,0,258700,246300,12300,4.8,
19,Community College District,Kirkwood Community College District,2013,February,0,258200,245500,12700,4.9,
19,Community College District,Kirkwood Community College District,2013,January,0,256500,242500,14100,5.5,
19,Community College District,Kirkwood Community College District,2012,December,0,257400,245700,11700,4.5,
19,Community College District,Kirkwood Community College District,2012,November,0,258500,248000,10600,4.1,
19,Community College District,Kirkwood Community College District,2012,October,0,259200,248600,10600,4.1,
19,Community College District,Kirkwood Community College District,2012,September,0,256000,245200,10800,4.2,
19,Community College District,Kirkwood Community College District,2012,August,0,255400,243300,12100,4.7,
19,Community College District,Kirkwood Community College District,2012,July,0,256600,244200,12400,4.8,
19,Community College District,Kirkwood Community College District,2012,June,0,256700,244400,12300,4.8,
19,Community College District,Kirkwood Community College District,2012,May,0,256600,245300,11300,4.4,
19,Community College District,Kirkwood Community College District,2012,April,0,257100,245900,11200,4.4,
19,Community College District,Kirkwood Community College District,2012,March,0,258300,245200,13100,5.1,
19,Community College District,Kirkwood Community College District,2012,February,0,257600,243900,13700,5.3,
19,Community College District,Kirkwood Community College District,2012,January,0,255500,241500,14000,5.5,
19,Community College District,Kirkwood Community College District,2011,December,0,257500,244600,13000,5,
19,Community College District,Kirkwood Community College District,2011,November,0,258400,246600,11800,4.6,
19,Community College District,Kirkwood Community College District,2011,October,0,258600,246500,12100,4.7,
19,Community College District,Kirkwood Community College District,2011,September,0,258300,245500,12800,5,
19,Community College District,Kirkwood Community College District,2011,August,0,257100,243300,13800,5.4,
19,Community College District,Kirkwood Community College District,2011,July,0,257200,244000,13200,5.1,
19,Community College District,Kirkwood Community College District,2011,June,0,258500,244600,13900,5.4,
19,Community College District,Kirkwood Community College District,2011,May,0,257700,245300,12500,4.8,
19,Community College District,Kirkwood Community College District,2011,April,0,259200,246700,12600,4.9,
19,Community College District,Kirkwood Community College District,2011,March,0,258700,244300,14400,5.6,
19,Community College District,Kirkwood Community College District,2011,February,0,258200,243400,14800,5.7,
19,Community College District,Kirkwood Community College District,2011,January,0,256200,240700,15500,6,
19,Community College District,Kirkwood Community College District,2010,December,0,259500,245600,13900,5.4,
19,Community College District,Kirkwood Community College District,2010,November,0,259500,246700,12800,4.9,
19,Community College District,Kirkwood Community College District,2010,October,0,258600,246200,12400,4.8,
19,Community College District,Kirkwood Community College District,2010,September,0,258000,244900,13100,5.1,
19,Community College District,Kirkwood Community College District,2010,August,0,256100,242300,13800,5.4,
19,Community College District,Kirkwood Community College District,2010,July,0,256800,242800,14000,5.4,
19,Community College District,Kirkwood Community College District,2010,June,0,257800,244000,13900,5.4,
19,Community College District,Kirkwood Community College District,2010,May,0,257300,244100,13200,5.1,
19,Community College District,Kirkwood Community College District,2010,April,0,258300,244700,13600,5.3,
19,Community College District,Kirkwood Community College District,2010,March,0,255900,240200,15700,6.1,
19,Community College District,Kirkwood Community College District,2010,February,0,254900,238800,16100,6.3,
19,Community College District,Kirkwood Community College District,2010,January,0,253700,237100,16600,6.5,
19,Community College District,Kirkwood Community College District,2009,December,0,257600,242800,14700,5.7,
19,Community College District,Kirkwood Community College District,2009,November,0,259500,246200,13300,5.1,
19,Community College District,Kirkwood Community College District,2009,October,0,260200,246700,13400,5.2,
19,Community College District,Kirkwood Community College District,2009,September,0,260100,246200,13800,5.3,
19,Community College District,Kirkwood Community College District,2009,August,0,258900,243900,15000,5.8,
19,Community College District,Kirkwood Community College District,2009,July,0,260200,244700,15600,6,
19,Community College District,Kirkwood Community College District,2009,June,0,261100,245200,15900,6.1,
19,Community College District,Kirkwood Community College District,2009,May,0,259400,245000,14400,5.6,
